Upper_Age,Region_Code,Reco_Policy_Premium,Reco_Insurance_Type,Lower_Age,Is_Spouse,ID,Holding_Policy_Type,Holding_Policy_Duration,Health Indicator,City_Code,Accomodation_Type,Response
70,1662,27024,Joint,69,Yes,30883,,,X2,C1,Owned,1
51,2578,12920,Individual,51,No,30884,1,9,X1,C1,Rented,0
36,250,13460,Individual,36,No,30885,,,,C3,Rented,0
74,1032,26185.6,Joint,70,Yes,30886,3,3,,C11,Owned,0
51,1444,19040,Joint,50,Yes,30887,3,14+,X1,C2,Owned,0
74,2184,25168,Joint,73,Yes,30888,3,2,X3,C4,Owned,0
34,866,11392,Individual,34,No,30889,4,1,X1,C2,Rented,1
39,1271,16176,Joint,35,Yes,30890,3,9,X4,C2,Owned,0
70,1023,25038,Joint,36,No,30891,3,10,X3,C1,Owned,0
75,3300,24696,Individual,75,No,30892,3,12,,C4,Owned,1
75,1174,21888,Individual,75,No,30893,,,X2,C20,Rented,0
41,1577,15696,Joint,40,Yes,30894,4,7,,C1,Owned,0
36,846,10320,Individual,36,No,30895,1,2,,C4,Rented,0
68,1500,15648,Individual,68,No,30896,3,7,,C2,Rented,0
62,1999,23360,Individual,62,No,30897,4,13,X7,C2,Owned,0
58,509,17310,Individual,58,No,30898,3,5,,C16,Owned,0
25,727,8232,Individual,25,No,30899,3,2,X3,C1,Owned,0
47,395,10818,Individual,47,No,30900,3,8,,C16,Owned,0
22,1126,5288,Individual,22,No,30901,,,X2,C19,Rented,0
20,2664,7428,Individual,20,No,30902,,,X1,C4,Rented,1
61,1329,20352,Individual,61,No,30903,2,7,X2,C1,Owned,1
41,621,8960,Individual,41,No,30904,2,9,X2,C17,Owned,1
37,84,21252,Joint,35,Yes,30905,3,2,X3,C12,Rented,0
22,341,8064,Individual,22,No,30906,,,X3,C18,Rented,0
26,227,9952,Individual,26,No,30907,3,5,,C13,Rented,0
46,217,11940,Individual,46,No,30908,2,9,X1,C1,Owned,0
30,2889,10048,Individual,30,No,30909,,,,C4,Owned,0
61,3212,19020,Individual,61,No,30910,3,1,X3,C28,Owned,0
61,1098,19420.8,Joint,28,No,30911,3,3,X2,C3,Owned,0
28,149,8304,Individual,28,No,30912,3,8,X4,C2,Rented,0
26,601,8694,Individual,26,No,30913,2,1,X1,C18,Owned,0
58,1435,25222.4,Joint,56,Yes,30914,3,14+,,C5,Owned,1
23,2114,5016,Individual,23,No,30915,,,X1,C11,Rented,0
21,4479,8232,Individual,21,No,30916,,,X4,C6,Rented,0
27,1232,11196,Individual,27,No,30917,4,1,X5,C5,Rented,0
58,2783,19200,Individual,58,No,30918,3,13,,C1,Owned,0
40,2560,9312,Individual,40,No,30919,2,4,X1,C2,Owned,1
68,4193,17500,Individual,68,No,30920,3,4,X4,C1,Owned,0
44,1807,9058,Individual,44,No,30921,3,6,X2,C8,Rented,0
38,1863,22704,Joint,17,No,30922,,,,C9,Owned,1
30,50,12700,Individual,30,No,30923,,,X2,C15,Rented,1
23,1860,11456,Individual,23,No,30924,,,X2,C10,Rented,0
25,3140,7160,Individual,25,No,30925,1,2,X4,C3,Rented,1
27,79,13462.4,Joint,21,Yes,30926,,,X3,C16,Rented,1
24,93,3900,Individual,24,No,30927,,,X4,C29,Rented,0
42,1217,14761.6,Joint,21,No,30928,,,X5,C3,Owned,1
75,585,25746,Joint,74,Yes,30929,3,14+,X2,C12,Owned,0
25,667,9072,Individual,25,No,30930,,,X4,C6,Owned,0
75,1389,18088,Individual,75,No,30931,,,X2,C1,Owned,0
57,1992,19958.4,Joint,50,Yes,30932,1,8,X1,C17,Owned,0
57,1357,20524,Individual,57,No,30933,4,6,X1,C1,Rented,0
25,4224,9472,Individual,25,No,30934,,,X1,C17,Owned,0
57,1510,16016,Individual,57,No,30935,,,,C2,Owned,0
48,2575,14894,Individual,48,No,30936,,,X4,C17,Rented,0
74,772,16120,Individual,74,No,30937,2,8,X3,C26,Rented,0
31,1487,11760,Individual,31,No,30938,3,2,,C13,Rented,0
29,5392,4928,Individual,29,No,30939,,,X2,C11,Rented,0
41,2294,12240,Individual,41,No,30940,3,9,X1,C25,Rented,0
60,296,14616,Individual,60,No,30941,,,X1,C9,Rented,1
27,995,6400,Individual,27,No,30942,1,1,X2,C9,Rented,0
49,278,20592,Joint,44,Yes,30943,4,3,X2,C8,Rented,1
75,4,19232,Individual,75,No,30944,3,14+,X4,C1,Owned,1
66,290,20160,Individual,66,No,30945,1,3,X1,C2,Rented,0
26,360,8008,Individual,26,No,30946,,,X1,C4,Rented,0
22,1091,11136,Individual,22,No,30947,,,X3,C3,Owned,1
63,902,17490,Individual,63,No,30948,,,,C15,Owned,0
46,680,11196,Individual,46,No,30949,,,,C20,Owned,0
43,1961,15432,Individual,43,No,30950,4,8,,C1,Owned,0
62,671,16718,Individual,62,No,30951,4,14+,X4,C9,Owned,0
44,4989,11790,Individual,44,No,30952,,,X1,C7,Owned,0
54,1416,31808,Joint,19,Yes,30953,1,4,X2,C10,Owned,0
60,4695,14832,Individual,60,No,30954,1,14+,X1,C24,Owned,0
52,3828,28032,Joint,29,No,30955,1,1,X3,C2,Rented,0
55,139,21168,Joint,29,No,30956,,,X1,C4,Rented,1
32,1320,12140,Individual,32,No,30957,,,X2,C20,Rented,0
28,21,11664,Individual,28,No,30958,2,3,X3,C2,Owned,0
60,102,27360,Joint,58,Yes,30959,2,14+,,C1,Owned,0
74,2257,20808,Individual,74,No,30960,3,11,X1,C2,Rented,0
24,143,5064,Individual,24,No,30961,4,2,X3,C6,Rented,0
30,2075,10064,Individual,30,No,30962,,,,C1,Rented,0
72,5750,25480,Joint,64,Yes,30963,3,7,X2,C1,Owned,0
64,111,15002,Individual,64,No,30964,3,14+,X2,C23,Rented,1
73,4770,20808,Individual,73,No,30965,2,14+,X2,C1,Owned,0
22,2288,9338,Individual,22,No,30966,,,X3,C1,Owned,1
72,1127,20268,Individual,72,No,30967,,,X2,C24,Owned,1
29,3489,4680,Individual,29,No,30968,1,1,,C15,Rented,1
30,1066,7450,Individual,30,No,30969,3,1,X2,C16,Owned,0
56,1333,18930,Individual,56,No,30970,,,X1,C4,Owned,0
26,1789,7524,Individual,26,No,30971,3,3,X4,C2,Owned,0
20,2015,8880,Individual,20,No,30972,,,X6,C8,Owned,0
70,884,17498,Individual,70,No,30973,3,9,X1,C2,Owned,1
63,178,19200,Individual,63,No,30974,2,14+,X1,C6,Owned,0
56,244,17580,Individual,56,No,30975,,,,C1,Owned,1
22,1113,5160,Individual,22,No,30976,,,,C16,Rented,0
57,142,12672,Individual,57,No,30977,2,7,X3,C1,Owned,0
21,144,10512,Individual,21,No,30978,,,,C8,Rented,0
45,22,17316,Individual,45,No,30979,,,X1,C16,Rented,0
39,3222,9968,Individual,39,No,30980,1,4,X1,C12,Owned,0
23,4672,3780,Individual,23,No,30981,3,2,X2,C9,Rented,1
30,103,9296,Individual,30,No,30982,4,9,,C9,Rented,0
32,820,8652,Individual,32,No,30983,1,1,X4,C19,Rented,0
24,4413,4752,Individual,24,No,30984,2,2,X3,C21,Rented,0
29,917,10144,Individual,29,No,30985,4,5,X5,C18,Rented,0
29,1339,10240,Individual,29,No,30986,1,2,,C17,Owned,1
26,451,12544,Joint,25,Yes,30987,,,X1,C14,Owned,0
41,2572,9086,Individual,41,No,30988,,,,C2,Owned,0
69,1263,18088,Individual,69,No,30989,,,X4,C2,Owned,0
57,269,18960,Individual,57,No,30990,1,12,X6,C1,Rented,0
35,1640,9120,Individual,35,No,30991,3,4,X3,C20,Rented,0
54,1451,25036.8,Joint,51,No,30992,,,X1,C2,Owned,1
67,429,20202,Joint,66,Yes,30993,4,14+,X2,C20,Owned,0
39,449,13926,Individual,39,No,30994,2,2,,C12,Owned,0
75,851,20370,Individual,75,No,30995,3,14,,C3,Owned,0
27,4174,9936,Individual,27,No,30996,4,5,X1,C4,Rented,0
23,288,8666,Individual,23,No,30997,,,X1,C12,Rented,0
28,642,12006,Individual,28,No,30998,,,X2,C8,Rented,1
29,662,6180,Individual,29,No,30999,,,X4,C11,Owned,0
70,119,32181,Joint,23,No,31000,3,14+,X1,C16,Rented,0
33,418,9504,Individual,33,No,31001,1,2,X1,C9,Owned,1
31,281,10854,Individual,31,No,31002,3,5,,C3,Owned,0
21,367,10416,Individual,21,No,31003,,,,C8,Rented,0
68,2229,15002,Individual,68,No,31004,3,3,,C17,Owned,0
28,17,11250,Individual,28,No,31005,,,X4,C2,Rented,0
50,339,12122,Individual,50,No,31006,2,14+,X1,C3,Owned,0
58,3167,17136,Individual,58,No,31007,4,4,X3,C2,Owned,0
23,2815,9664,Individual,23,No,31008,,,X1,C5,Rented,0
47,52,17368,Individual,47,No,31009,1,1,X6,C9,Rented,0
58,125,25284,Joint,48,Yes,31010,3,9,X5,C1,Owned,0
28,1089,4856,Individual,28,No,31011,3,3,X4,C20,Rented,0
22,1953,6230,Individual,22,No,31012,,,X2,C4,Rented,0
52,763,15288,Individual,52,No,31013,,,X1,C23,Rented,0
71,4231,29607.2,Joint,62,Yes,31014,4,1,,C15,Owned,0
67,318,16250,Individual,67,No,31015,1,5,,C1,Owned,0
38,1343,13740,Individual,38,No,31016,4,1,X1,C3,Owned,0
41,385,21960.4,Joint,37,Yes,31017,,,X5,C5,Rented,0
22,3209,3714,Individual,22,No,31018,1,1,X1,C6,Rented,0
42,1398,16740,Joint,40,Yes,31019,,,,C12,Owned,0
32,55,6720,Individual,32,No,31020,,,X4,C3,Owned,1
75,2160,21240,Individual,75,No,31021,,,X6,C11,Rented,0
60,2253,24552,Joint,29,Yes,31022,1,14+,X2,C2,Owned,0
50,3247,19348,Individual,50,No,31023,1,8,X4,C1,Owned,0
35,4138,12476.8,Joint,33,Yes,31024,1,3,,C9,Owned,1
44,224,11214,Joint,40,Yes,31025,,,X4,C10,Owned,0
26,216,10890,Individual,26,No,31026,4,3,X4,C1,Rented,0
22,890,4026,Individual,22,No,31027,,,X6,C14,Rented,0
64,2102,16680,Individual,64,No,31028,,,X1,C14,Owned,0
51,995,25793.6,Joint,25,Yes,31029,4,8,,C9,Rented,0
61,1864,17864,Individual,61,No,31030,1,8,X2,C3,Owned,1
61,4591,14808,Individual,61,No,31031,,,X1,C4,Owned,1
35,5852,19219.2,Joint,33,Yes,31032,3,7,X2,C7,Owned,1
67,860,24876.8,Joint,63,Yes,31033,3,6,X2,C2,Owned,1
51,2180,25545,Joint,20,No,31034,4,14+,X3,C2,Owned,0
48,385,17914,Individual,48,No,31035,1,2,X2,C5,Owned,1
33,269,11106,Individual,33,No,31036,1,13,X2,C1,Rented,1
50,1771,18673.2,Joint,24,Yes,31037,1,4,X4,C3,Owned,0
63,232,14400,Individual,63,No,31038,3,7,,C1,Owned,1
60,222,17388,Individual,60,No,31039,,,X4,C24,Owned,0
75,4121,16980,Individual,75,No,31040,3,5,X2,C33,Owned,1
35,431,6720,Individual,35,No,31041,,,X1,C4,Rented,0
54,1417,15392,Individual,54,No,31042,1,2,X4,C4,Owned,0
33,3172,6320,Individual,33,No,31043,3,2,,C1,Rented,1
61,1203,18900,Individual,61,No,31044,1,2,X3,C15,Owned,0
37,1438,8112,Individual,37,No,31045,3,9,,C10,Owned,0
23,2501,7212,Individual,23,No,31046,,,X2,C8,Rented,0
28,584,12942,Individual,28,No,31047,1,3,X3,C10,Rented,0
32,3637,6230,Individual,32,No,31048,3,9,X1,C12,Owned,1
46,1646,13024,Individual,46,No,31049,,,X1,C29,Rented,1
19,3036,8544,Individual,19,No,31050,,,X3,C3,Rented,0
25,1432,10208,Individual,25,No,31051,,,X1,C9,Owned,0
33,2803,8456,Joint,30,Yes,31052,2,12,X2,C7,Owned,0
26,1197,7630,Individual,26,No,31053,1,1,X2,C6,Rented,0
53,685,10800,Individual,53,No,31054,4,14+,X4,C7,Owned,0
57,3708,18972.8,Joint,53,Yes,31055,3,3,X2,C19,Owned,0
54,2317,19950,Joint,43,Yes,31056,1,13,X1,C3,Owned,0
59,875,14808,Individual,59,No,31057,,,X1,C3,Owned,0
30,124,12096,Individual,30,No,31058,,,X4,C10,Rented,1
54,788,14740,Individual,54,No,31059,2,14+,X1,C5,Rented,0
65,2071,20978,Individual,65,No,31060,3,14+,X2,C4,Owned,0
45,954,30451.2,Joint,19,No,31061,,,,C7,Rented,0
73,4199,24539.2,Joint,72,Yes,31062,2,4,X2,C15,Owned,1
70,611,32346,Joint,65,Yes,31063,,,X3,C1,Owned,0
52,594,13488,Individual,52,No,31064,1,7,,C7,Rented,0
55,449,21577.6,Joint,49,Yes,31065,2,8,X1,C12,Owned,0
23,105,6150,Individual,23,No,31066,,,,C4,Owned,1
26,2845,6560,Individual,26,No,31067,3,1,X1,C3,Rented,0
34,2277,14784,Joint,16,No,31068,2,5,,C15,Rented,0
38,3958,8932,Individual,38,No,31069,1,1,X1,C1,Owned,1
33,384,10656,Individual,33,No,31070,4,2,X5,C3,Rented,1
23,1323,10848,Individual,23,No,31071,,,X1,C4,Rented,1
23,2807,4500,Individual,23,No,31072,2,3,,C1,Owned,0
46,2141,13660,Individual,46,No,31073,,,X4,C8,Rented,0
20,1195,12752,Individual,20,No,31074,,,X3,C2,Rented,0
68,3256,21352,Individual,68,No,31075,3,2,X6,C18,Owned,0
37,1099,13134,Individual,37,No,31076,,,,C1,Owned,1
24,689,7868,Individual,24,No,31077,,,X2,C16,Rented,0
28,1840,5312,Individual,28,No,31078,1,6,X4,C4,Rented,0
75,3599,21792,Individual,75,No,31079,,,,C8,Rented,0
54,7,12100,Individual,54,No,31080,3,14,X2,C4,Rented,1
36,4,8004,Individual,36,No,31081,3,4,X1,C1,Owned,0
44,366,9008,Individual,44,No,31082,2,4,,C23,Owned,1
60,765,29184,Joint,29,Yes,31083,3,12,X2,C10,Owned,0
69,1938,17760,Individual,69,No,31084,,,X1,C7,Owned,0
45,5071,21340.8,Joint,43,Yes,31085,,,X2,C9,Owned,0
25,498,11718,Individual,25,No,31086,4,3,X2,C2,Rented,0
57,2025,17836,Individual,57,No,31087,1,2,X2,C1,Owned,1
22,385,7370,Individual,22,No,31088,1,1,X1,C5,Rented,1
58,1635,11640,Individual,58,No,31089,,,X2,C4,Owned,0
69,500,26118.4,Joint,66,Yes,31090,4,6,X2,C1,Owned,1
21,972,11120,Individual,21,No,31091,,,X1,C3,Rented,0
34,120,12492,Individual,34,No,31092,2,5,X2,C10,Rented,0
27,45,7836,Individual,27,No,31093,1,2,X2,C10,Rented,0
23,3080,9282,Individual,23,No,31094,,,,C17,Owned,1
44,4235,13288,Individual,44,No,31095,4,14+,X5,C13,Rented,0
26,1888,7090,Individual,26,No,31096,,,X1,C2,Rented,0
75,679,37331.2,Joint,73,Yes,31097,4,1,X2,C3,Owned,0
49,88,19980,Joint,46,Yes,31098,1,3,X2,C26,Rented,0
49,2097,15808,Individual,49,No,31099,,,,C3,Owned,0
54,2850,18900,Individual,54,No,31100,1,2,X2,C2,Rented,0
22,3786,6770,Individual,22,No,31101,,,X1,C8,Rented,1
38,710,10544,Individual,38,No,31102,,,,C2,Rented,0
50,295,15960,Individual,50,No,31103,,,X1,C14,Owned,0
22,2505,6160,Individual,22,No,31104,,,X2,C11,Rented,1
58,2,22974,Joint,21,Yes,31105,,,X1,C22,Owned,1
65,162,18300,Individual,65,No,31106,3,11,X2,C8,Owned,0
23,358,5744,Individual,23,No,31107,3,2,X1,C9,Rented,0
21,22,7470,Individual,21,No,31108,1,1,X3,C16,Rented,0
72,1455,25077,Joint,69,Yes,31109,3,8,,C3,Owned,0
69,655,24822,Joint,63,Yes,31110,2,2,X4,C19,Owned,1
59,1540,16354,Individual,59,No,31111,,,X2,C15,Rented,0
73,1662,21240,Individual,73,No,31112,3,7,,C1,Owned,0
25,850,10288,Individual,25,No,31113,3,4,X6,C16,Rented,0
40,862,20092.8,Joint,37,Yes,31114,3,8,X2,C3,Owned,0
46,2193,22921.6,Joint,44,No,31115,,,X1,C3,Owned,0
54,903,13794,Individual,54,No,31116,,,X2,C2,Owned,0
56,45,19170,Individual,56,No,31117,2,14+,X4,C10,Owned,0
34,975,5440,Individual,34,No,31118,,,,C11,Owned,0
48,1973,11300,Individual,48,No,31119,1,14+,X2,C1,Owned,0
35,1459,16203.6,Joint,34,Yes,31120,3,6,X1,C15,Owned,0
41,95,14224,Joint,17,No,31121,3,14+,X4,C7,Rented,0
46,1626,21210,Joint,18,No,31122,,,X2,C3,Owned,0
66,4707,31932.8,Joint,64,Yes,31123,3,14+,X1,C3,Owned,0
75,4750,16436,Individual,75,No,31124,,,,C19,Owned,0
34,2493,13755,Joint,29,Yes,31125,4,7,X5,C2,Rented,1
29,1666,11088,Individual,29,No,31126,,,X1,C3,Rented,1
41,4191,21648,Joint,40,Yes,31127,1,7,X3,C8,Owned,1
64,2537,18032,Individual,64,No,31128,2,14+,,C8,Rented,0
60,5800,15216,Individual,60,No,31129,3,3,,C7,Rented,1
49,1427,17481.6,Joint,34,Yes,31130,1,4,,C2,Owned,0
64,496,17310,Individual,64,No,31131,,,,C2,Owned,0
64,4971,26969.6,Joint,33,Yes,31132,1,8,X1,C19,Owned,0
42,526,12564,Individual,42,No,31133,1,8,,C3,Owned,0
44,387,8330,Individual,44,No,31134,1,1,X1,C4,Rented,0
24,446,4976,Individual,24,No,31135,,,X2,C7,Owned,0
53,2931,17108,Individual,53,No,31136,2,14+,X3,C5,Rented,0
47,2330,13640,Individual,47,No,31137,,,,C7,Owned,0
25,4113,9674,Joint,24,Yes,31138,4,2,X3,C33,Rented,0
75,2584,17040,Individual,75,No,31139,1,6,X8,C1,Owned,1
22,2397,7992,Individual,22,No,31140,4,1,,C3,Rented,1
75,2293,19440,Individual,75,No,31141,3,4,X6,C17,Rented,0
70,2711,35154,Joint,46,No,31142,1,7,X3,C1,Owned,0
35,293,14916,Individual,35,No,31143,1,7,X1,C10,Rented,1
28,2382,12096,Individual,28,No,31144,3,3,X4,C2,Owned,0
65,700,19136,Individual,65,No,31145,,,X3,C1,Owned,1
72,381,17820,Individual,72,No,31146,3,1,X1,C1,Rented,0
56,117,13180,Individual,56,No,31147,1,4,X3,C2,Rented,0
70,5447,16884,Individual,70,No,31148,1,1,X1,C1,Owned,0
67,1013,21726,Individual,67,No,31149,3,6,X2,C17,Owned,0
75,1330,18564,Individual,75,No,31150,3,2,X2,C4,Owned,1
42,2208,16578,Joint,41,Yes,31151,,,,C27,Owned,1
47,1006,10352,Individual,47,No,31152,1,2,X3,C15,Owned,0
24,2695,7260,Individual,24,No,31153,,,X1,C4,Rented,0
53,207,24147.2,Joint,46,Yes,31154,,,X4,C1,Owned,0
52,1421,11196,Individual,52,No,31155,,,,C2,Rented,0
32,701,7128,Individual,32,No,31156,4,1,X2,C20,Owned,0
48,3005,24726,Joint,38,Yes,31157,1,5,X2,C1,Owned,1
35,139,14058,Individual,35,No,31158,1,2,,C4,Rented,1
35,4005,11538,Individual,35,No,31159,3,1,,C21,Owned,0
54,3906,14146,Individual,54,No,31160,,,X1,C18,Owned,1
38,2105,8896,Individual,38,No,31161,,,X4,C7,Owned,0
70,6130,29750,Joint,69,Yes,31162,1,14+,,C6,Owned,0
38,1216,13750,Individual,38,No,31163,4,4,X4,C2,Rented,0
47,1460,10602,Individual,47,No,31164,3,8,X1,C1,Owned,0
75,232,28537.6,Joint,57,Yes,31165,3,1,X1,C1,Owned,0
47,1,18788,Joint,43,Yes,31166,1,1,X3,C23,Rented,0
23,461,7500,Individual,23,No,31167,,,X4,C1,Rented,0
71,2890,19410,Individual,71,No,31168,1,9,X3,C1,Owned,0
64,1561,19840,Individual,64,No,31169,,,X2,C1,Owned,1
29,93,7924,Individual,29,No,31170,3,3,X3,C29,Rented,0
64,1477,18870,Individual,64,No,31171,3,14+,X5,C5,Owned,0
57,4598,13968,Individual,57,No,31172,,,X2,C2,Owned,0
24,852,4098,Individual,24,No,31173,1,4,X3,C9,Owned,0
30,3734,12000,Individual,30,No,31174,2,2,X4,C8,Owned,0
26,275,4680,Individual,26,No,31175,1,2,X1,C1,Rented,0
24,3543,7200,Individual,24,No,31176,4,4,X1,C9,Rented,0
45,1795,15964,Individual,45,No,31177,,,X4,C6,Owned,0
72,4039,17408,Individual,72,No,31178,2,4,X2,C19,Owned,0
31,1380,9664,Individual,31,No,31179,1,1,X3,C19,Owned,0
69,769,20256,Individual,69,No,31180,1,3,X1,C15,Rented,1
27,3156,9688,Individual,27,No,31181,,,,C26,Rented,0
60,4521,16128,Individual,60,No,31182,3,14+,X2,C7,Owned,0
65,797,15024,Individual,65,No,31183,3,4,X2,C3,Owned,0
34,2718,11844,Joint,32,Yes,31184,2,3,X3,C32,Owned,0
75,1345,24244,Individual,75,No,31185,,,X1,C8,Owned,1
25,1993,11024,Individual,25,No,31186,,,X2,C1,Owned,0
54,3659,16996,Individual,54,No,31187,3,14+,X2,C2,Owned,0
43,331,11640,Individual,43,No,31188,,,,C22,Rented,1
25,150,7788,Individual,25,No,31189,4,3,X2,C34,Rented,0
25,1466,7296,Individual,25,No,31190,,,,C4,Rented,0
36,998,9568,Individual,36,No,31191,3,5,,C7,Owned,1
41,284,13838,Individual,41,No,31192,1,5,,C1,Rented,1
50,227,14742,Individual,50,No,31193,2,7,X6,C13,Owned,0
55,2172,18360,Individual,55,No,31194,,,,C9,Owned,0
24,4788,6580,Individual,24,No,31195,,,X2,C24,Rented,0
69,716,23478,Joint,65,Yes,31196,2,7,X2,C12,Rented,0
32,310,14412.8,Joint,31,Yes,31197,3,11,,C3,Owned,1
75,2334,17920,Individual,75,No,31198,3,6,,C3,Owned,0
54,4048,25188.8,Joint,38,Yes,31199,1,14,X1,C15,Rented,0
23,4664,8232,Individual,23,No,31200,,,X4,C32,Rented,0
75,68,36288,Joint,70,Yes,31201,,,,C1,Owned,0
22,959,5144,Individual,22,No,31202,,,X1,C6,Rented,0
56,1598,18270,Individual,56,No,31203,,,X4,C2,Owned,0
44,4173,14712,Individual,44,No,31204,3,14,X1,C21,Rented,0
22,203,4146,Individual,22,No,31205,,,,C2,Rented,0
53,2013,14322,Individual,53,No,31206,3,11,X3,C2,Owned,0
27,3166,11700,Individual,27,No,31207,3,7,,C7,Rented,0
40,3664,10480,Individual,40,No,31208,,,X2,C4,Owned,1
22,804,10128,Individual,22,No,31209,,,X5,C11,Rented,0
52,5468,13468,Individual,52,No,31210,1,4,X5,C21,Owned,0
23,887,5072,Individual,23,No,31211,,,,C7,Rented,0
19,489,9198,Individual,19,No,31212,,,X1,C2,Rented,1
37,1303,9552,Individual,37,No,31213,,,X3,C1,Rented,1
64,748,23337.6,Joint,61,No,31214,,,X2,C3,Rented,0
54,422,14278,Individual,54,No,31215,4,7,X2,C5,Owned,0
41,3567,22170,Joint,22,No,31216,1,2,X2,C26,Rented,1
22,233,6440,Individual,22,No,31217,,,,C2,Rented,0
66,1132,29427,Joint,60,Yes,31218,4,3,X9,C6,Owned,0
22,3833,5544,Individual,22,No,31219,3,1,X4,C11,Rented,0
72,193,13780,Individual,72,No,31220,3,14+,X6,C10,Owned,0
48,1145,11900,Individual,48,No,31221,1,4,X1,C3,Rented,0
54,536,21312,Joint,48,Yes,31222,1,1,X2,C6,Owned,0
75,1262,24130,Individual,75,No,31223,2,4,X6,C16,Owned,1
63,4544,24897.6,Joint,60,Yes,31224,3,13,X4,C2,Rented,0
62,1612,19968,Individual,62,No,31225,3,13,X4,C4,Owned,0
29,187,5688,Individual,29,No,31226,,,X1,C2,Rented,0
60,3410,12892,Individual,60,No,31227,3,3,X3,C3,Owned,0
75,4824,23184,Joint,65,No,31228,3,12,X4,C18,Owned,0
29,2924,5224,Individual,29,No,31229,1,4,,C16,Rented,0
74,3490,32670,Joint,73,Yes,31230,3,5,X2,C1,Owned,0
40,514,14586,Individual,40,No,31231,2,1,X1,C5,Rented,1
39,4495,13896,Individual,39,No,31232,2,9,X1,C2,Rented,1
48,1564,25382.4,Joint,32,Yes,31233,1,4,X1,C2,Rented,0
27,3148,10112,Individual,27,No,31234,,,X1,C7,Rented,0
42,4088,10544,Individual,42,No,31235,4,9,X5,C8,Rented,1
27,200,8498,Individual,27,No,31236,1,1,X4,C17,Owned,0
70,482,22112,Individual,70,No,31237,2,3,X1,C3,Rented,0
69,644,22752,Joint,65,Yes,31238,3,5,X1,C1,Owned,1
49,5128,9376,Individual,49,No,31239,1,2,,C27,Rented,0
56,3620,15808,Individual,56,No,31240,1,14+,X2,C1,Owned,0
42,3591,9310,Individual,42,No,31241,2,3,X2,C11,Rented,0
18,270,3028,Individual,18,No,31242,,,,C1,Owned,0
75,181,19840,Individual,75,No,31243,3,3,X1,C20,Owned,0
75,2262,21492,Individual,75,No,31244,4,14+,X1,C7,Owned,0
27,2512,8268,Individual,27,No,31245,3,5,X3,C2,Owned,0
47,2031,24531,Joint,45,Yes,31246,4,14,X6,C2,Owned,0
24,2085,9808,Individual,24,No,31247,,,X4,C1,Rented,1
38,2135,7548,Individual,38,No,31248,3,2,X1,C32,Owned,1
34,2698,10160,Individual,34,No,31249,3,11,,C8,Rented,1
31,442,8128,Individual,31,No,31250,1,6,X6,C1,Rented,0
52,854,14232,Individual,52,No,31251,,,X3,C1,Rented,0
56,1104,19020,Individual,56,No,31252,3,14+,X1,C24,Owned,0
53,308,11214,Individual,53,No,31253,1,7,X4,C4,Owned,0
45,514,17524,Individual,45,No,31254,3,6,X2,C5,Rented,0
64,2387,25662,Joint,49,Yes,31255,,,,C1,Owned,1
40,1153,14608,Individual,40,No,31256,,,X1,C4,Rented,0
50,3731,14472,Individual,50,No,31257,,,,C24,Owned,1
20,147,9648,Individual,20,No,31258,,,,C10,Rented,1
25,2347,10128,Individual,25,No,31259,1,2,X1,C24,Owned,1
67,4178,19040,Individual,67,No,31260,,,,C18,Rented,1
35,1791,9772,Individual,35,No,31261,,,,C3,Owned,0
75,26,18464,Individual,75,No,31262,2,6,,C1,Owned,1
42,1924,15432,Joint,40,No,31263,3,6,X1,C2,Owned,1
22,3768,8848,Individual,22,No,31264,3,2,X4,C21,Rented,0
75,3614,22860,Individual,75,No,31265,,,X4,C1,Owned,1
33,262,16950,Joint,32,Yes,31266,1,1,,C4,Owned,0
56,2100,12540,Individual,56,No,31267,3,3,,C6,Owned,0
26,2848,10368,Individual,26,No,31268,3,1,X4,C14,Rented,0
55,1131,25500.8,Joint,53,Yes,31269,3,1,X3,C15,Owned,0
57,606,18510,Individual,57,No,31270,1,14+,,C1,Owned,0
39,185,9312,Individual,39,No,31271,,,X2,C23,Rented,0
49,1751,21489,Joint,48,Yes,31272,3,6,,C24,Owned,0
25,563,12132,Individual,25,No,31273,,,X6,C3,Rented,0
24,2210,3150,Individual,24,No,31274,,,X2,C16,Rented,1
33,3880,10278,Individual,33,No,31275,1,1,,C7,Rented,0
75,1915,21888,Individual,75,No,31276,2,14+,X1,C17,Rented,0
43,1345,14366,Individual,43,No,31277,1,14+,X1,C8,Rented,0
71,665,16094,Individual,71,No,31278,,,,C2,Owned,1
33,596,11720,Individual,33,No,31279,1,5,X3,C4,Owned,1
37,356,23616,Joint,35,No,31280,1,1,,C3,Owned,1
74,1876,41299.2,Joint,54,No,31281,3,14+,,C2,Rented,0
53,72,13840,Individual,53,No,31282,1,14+,X1,C3,Owned,1
37,91,15606,Joint,33,Yes,31283,,,X4,C23,Owned,1
45,2203,15912,Individual,45,No,31284,3,5,X2,C3,Owned,0
43,752,17287.2,Joint,39,Yes,31285,,,X2,C12,Rented,1
42,407,13620,Individual,42,No,31286,2,1,X4,C11,Rented,0
25,1852,9024,Individual,25,No,31287,2,2,X5,C10,Rented,0
56,1418,28512,Joint,54,Yes,31288,,,,C3,Owned,0
52,2176,29836.8,Joint,45,Yes,31289,4,2,X5,C1,Owned,0
20,132,6500,Individual,20,No,31290,,,,C20,Rented,0
